% z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
0.250       4.3982297       24.989978       107.71343
0.250       4.5238934       23.371007       109.61873
0.250       4.6495571       22.333469       113.72638
0.250       4.7752208       21.468474       118.42729
0.250       4.9008845       20.605463       122.87854
0.250       5.0265482       19.681123       126.62799
0.250       5.1522120       18.414979       127.59176
0.250       5.2778757       17.791855       132.51619
0.250       5.4035394       17.055868       136.32611
0.250       5.5292031       16.476475       141.09843
0.250       5.6548668       15.634673       143.22743
0.250       5.7805305       14.941881       146.21052
0.250       5.9061942       14.522174       151.57412
0.250       6.0318579       14.048375       156.18872
0.250       6.1575216       13.350506       157.90134
0.250       6.2831853       12.887548       161.94971
0.250       6.4088490       12.289824       163.89135
0.250       6.5345127       12.004306       169.68636
0.250       6.6601764       11.590271       173.46868
0.250       6.7858401       11.273764       178.46378
0.250       6.9115038       10.878882       181.95842
0.250       7.0371675       10.637402       187.80170
0.250       7.1628313       10.121101       188.43092
0.250       7.2884950       9.8078462       192.37892
0.250       7.4141587       9.6068659       198.35247
0.250       7.5398224       9.2347326       200.52934
0.250       7.6654861       9.0206598       205.83900
0.250       7.7911498       8.7063471       208.59836
0.250       7.9168135       8.4191203       211.63535
0.250       8.0424772       8.3028680       218.81037
0.250       8.2938046       7.6257942       220.40261
0.250       8.5451320       7.4598807       235.80797
0.250       8.7964594       7.0681480       243.72473
0.250       9.0477868       6.6412981       249.20131
0.250       9.2991143       6.2805209       255.85309
0.250       9.5504417       6.0027479       264.90535
