% z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
0.125       6.7858401       11.975977       189.57980
0.125       6.9115038       11.450038       191.51149
0.125       7.0371675       10.981358       193.87419
0.125       7.1628313       10.582415       197.01949
0.125       7.2884950       10.226700       200.59466
0.125       7.4141587       9.9571638       205.58505
0.125       7.5398224       9.6334338       209.18701
0.125       7.6654861       9.3264462       212.81662
0.125       7.7911498       9.0722605       217.36541
0.125       7.9168135       8.7339881       219.55033
0.125       8.0424772       8.4545380       222.80742
0.125       8.2938046       7.7404585       223.71667
0.125       8.5451320       7.4933515       236.86598
0.125       8.7964594       6.9114286       238.32072
0.125       9.0477868       6.8157746       255.74819
