# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.750      0.64402649       26.833821      0.36313154
2.750      0.65973446       25.360911      0.36892885
2.750      0.67544242       24.858281      0.38806667
2.750      0.69115038       23.810635      0.39825285
2.750      0.70685835       23.220690      0.41547276
2.750      0.72256631       21.698319      0.41469565
2.750      0.73827427       21.318497      0.43459031
2.750      0.75398224       20.466815      0.44443051
2.750      0.76969020       19.947166      0.46078606
2.750      0.78539816       19.088921      0.46851260
2.750      0.80110613       18.409278      0.47948737
2.750      0.81681409       17.841252      0.49256692
2.750      0.83252205       17.167688      0.50184465
2.750      0.84823002       16.639927      0.51447301
2.750      0.86393798       16.133183      0.52703326
2.750      0.87964594       15.576622      0.53711497
2.750      0.89535391       15.119765      0.54979339
2.750      0.91106187       14.829047      0.56810305
2.750      0.92676983       14.229864      0.57383452
2.750      0.94247780       13.759049      0.58354192
2.750      0.95818576       13.371671      0.59594350
2.750      0.97389372       13.190421      0.61725358
2.750      0.98960169       12.787357      0.62781595
2.750       1.0053096       12.422123      0.63938970
2.750       1.0367256       12.025616      0.67884253
2.750       1.0681415       11.050570      0.68224647
2.750       1.0995574       10.737311      0.72313530
2.750       1.1309734       9.9806107      0.73144975
2.750       1.1623893       9.6020480      0.76399220
2.750       1.1938052       9.3265636      0.80388204
2.750       1.2252211       8.9626961      0.83512670
2.750       1.2566371       8.6188777      0.86646409
2.750       1.2880530       8.1895655      0.88660936
2.750       1.3194689       7.8544672      0.91408057
2.750       1.3508848       7.6829977      0.95952423
2.750       1.3823008       7.3777367      0.98719071
2.750       1.4137167       7.2313249       1.0350833
2.750       1.4451326       6.8114080       1.0414304
2.750       1.4765485       6.5734696       1.0720329
2.750       1.5079645       6.4722668       1.1243461
2.750       1.5393804       6.2138662       1.1483387
2.750       1.5707963       6.0648992       1.1908402
2.750       1.6022123       5.8187195       1.2124332
2.750       1.6336282       5.6028426       1.2374804
2.750       1.6650441       5.4577854       1.2763328
2.750       1.6964600       5.3711271       1.3285154
2.750       1.7278760       5.2654635       1.3760827
2.750       1.7592919       5.0194211       1.3846423
2.750       1.7907078       4.9916468       1.4520725
2.750       1.8221237       4.8262051       1.4791412
2.750       1.8535397       4.7119697       1.5201218
2.750       1.8849556       4.5861802       1.5560543
2.750       1.9163715       4.4729591       1.5947930
2.750       1.9477874       4.3627006       1.6332413
2.750       1.9792034       4.2354287       1.6635616
2.750       2.0106193       4.1678955       1.7162345
2.750       2.0734512       3.9244428       1.7722692
2.750       2.1362830       3.8414724       1.8973364
2.750       2.1991149       3.6710672       1.9779091
2.750       2.2619467       3.4963026       2.0498703
2.750       2.3247786       3.4238335       2.1793535
2.750       2.3876104       3.2099408       2.2133886
2.750       2.4504423       3.0903939       2.3036555
2.750       2.5132741       3.0193189       2.4282803
2.750       2.5761060       2.9215103       2.5302816
2.750       2.6389378       2.7951004       2.6022868
2.750       2.7017697       2.7106191       2.7082186
2.750       2.7646015       2.6650348       2.8527964
2.750       2.8274334       2.5646640       2.9368237
2.750       2.8902652       2.5080592       3.0677584
2.750       2.9530971       2.3968455       3.1271122
2.750       3.0159289       2.3774404       3.3040241
2.750       3.0787608       2.2672778       3.3519909
2.750       3.1415927       2.2503543       3.5348483
2.750       3.2044245       2.1852428       3.6426722
2.750       3.2672564       2.1198424       3.7456178
2.750       3.3300882       2.0461567       3.8280390
2.750       3.3929201       1.9878517       3.9334635
2.750       3.4557519       1.9370294       4.0498054
2.750       3.5185838       1.9127669       4.2212006
2.750       3.5814156       1.8621217       4.3335369
2.750       3.6442475       1.8207288       4.4641534
2.750       3.7070793       1.7714035       4.5717597
2.750       3.7699112       1.7483238       4.7455382
2.750       3.8327430       1.6922660       4.8268965
2.750       3.8955749       1.6515965       4.9463961
2.750       3.9584067       1.6112127       5.0627257
2.750       4.0212386       1.5895241       5.2362083
2.750       4.1469023       1.5207447       5.4941179
2.750       4.2725660       1.4791589       5.8445548
2.750       4.3982297       1.3902501       5.9923464
2.750       4.5238934       1.3683912       6.4182647
2.750       4.6495571       1.2947462       6.5931001
2.750       4.7752208       1.2571996       6.9351343
2.750       4.9008845       1.2171848       7.2585552
2.750       5.0265482       1.1682149       7.5162733
2.750       5.1522120       1.1221863       7.7752863
2.750       5.2778757       1.0737575       7.9974938
2.750       5.4035394       1.0490706       8.3851325
2.750       5.5292031       1.0084202       8.6357374
2.750       5.6548668      0.97929252       8.9711853
2.750       5.7805305      0.95484984       9.3434749
2.750       5.9061942      0.91934776       9.5956245
2.750       6.0318579      0.89896848       9.9946601
2.750       6.1575216      0.85798677       10.147725
2.750       6.2831853      0.82725331       10.395572
2.750       6.4088490      0.80295367       10.707815
2.750       6.5345127      0.78293663       11.067168
2.750       6.6601764      0.76291300       11.418327
2.750       6.7858401      0.74492831       11.792221
2.750       6.9115038      0.72162968       12.069862
2.750       7.0371675      0.71138433       12.559381
2.750       7.1628313      0.68423822       12.738895
2.750       7.2884950      0.66509197       13.045644
2.750       7.4141587      0.63835859       13.180157
2.750       7.5398224      0.62491635       13.569864
2.750       7.6654861      0.60937764       13.905156
2.750       7.7911498      0.59175547       14.178073
2.750       7.9168135      0.58322154       14.660712
2.750       8.0424772      0.56200897       14.810954
2.750       8.2938046      0.53894203       15.576637
2.750       8.5451320      0.50662939       16.014632
2.750       8.7964594      0.48403371       16.690509
2.750       9.0477868      0.46723781       17.532156
2.750       9.2991143      0.43781446       17.835493
2.750       9.5504417      0.42937644       18.948675
2.750       9.8017691      0.40926657       19.524950
2.750       10.053096      0.39508904       20.335965
2.750       10.304424      0.37692524       20.892799
2.750       10.555751      0.35835850       21.352829
2.750       10.807079      0.34014516       21.750012
2.750       11.058406      0.33108952       22.682624
2.750       11.309734      0.32069915       23.503102
2.750       11.561061      0.30693299       24.027407
2.750       11.812388      0.30227715       25.239964
2.750       12.063716      0.28754541       25.575256
2.750       12.315043      0.28292502       26.770066
2.750       12.566371      0.26652303       26.793817
2.750       12.817698      0.25756124       27.477732
2.750       13.069025      0.24752435       27.990960
2.750       13.320353      0.24207633       28.984765
2.750       13.571680      0.22726465       28.780809
2.750       13.823008      0.22255429       29.779258
2.750       14.074335      0.21396363       30.219959
2.750       14.325663      0.20804641       30.986650
2.750       14.576990      0.19978527       31.349981
2.750       14.828317      0.19603295       32.379859
2.750       15.079645      0.18811665       32.679155
2.750       15.330972      0.18474126       33.724323
2.750       15.582300      0.17418365       33.386607
2.750       15.833627      0.17433724       35.059171
2.750       16.084954      0.16405137       34.586739
2.750       16.587609      0.15713472       36.332375
2.750       17.090264      0.14840696       37.529332
2.750       17.592919      0.13967241       38.529608
2.750       18.095574      0.12770968       38.336383
2.750       18.598229      0.12158362       39.624161
2.750       19.100883      0.11640203       41.095207
2.750       19.603538      0.11089939       42.325569
2.750       20.106193      0.10732462       44.193578
2.750       20.608848     0.098215990       43.552550
2.750       21.111503     0.094877872       45.226464
2.750       21.614157     0.092519999       47.328290
2.750       22.116812     0.087397897       47.900367
2.750       22.619467     0.083249492       48.808893
2.750       23.122122     0.079121810       49.550670
2.750       23.624777     0.074185893       49.555827
2.750       24.127432     0.072950200       51.907489
2.750       24.630086     0.070274892       53.194686
2.750       25.132741     0.067398641       54.205203
2.750       25.635396     0.064693923       55.214588
2.750       26.138051     0.062809228       56.821581
2.750       26.640706     0.060875893       58.311307
2.750       27.143361     0.059840544       60.625682
2.750       27.646015     0.055112808       58.995710
2.750       28.148670     0.054396232       61.462854
2.750       28.651325     0.050957631       60.717464
2.750       29.153980     0.050946718       63.955812
2.750       29.656635     0.048134714       63.605439
2.750       30.159289     0.045417495       63.118513
2.750       30.661944     0.046296984       67.611727
2.750       31.164599     0.044024977       67.507812
2.750       31.667254     0.043323978       69.699522
2.750       32.169909     0.040525477       68.351473
2.750       33.175218     0.038765987       71.707153
2.750       34.180528     0.038127114       77.133049
2.750       35.185838     0.036969583       81.586536
2.750       36.191147     0.034987276       84.020923
2.750       37.196457     0.032456011       84.619435
2.750       38.201767     0.031141713       87.955519
2.750       39.207076     0.029044845       88.681433
2.750       40.212386     0.028765232       94.758389
2.750       41.217696     0.028314849       100.44669
2.750       42.223005     0.026059342       99.375913
2.750       43.228315     0.026072078       106.69666
2.750       44.233625     0.025733255       112.82947
2.750       45.238934     0.024237179       113.68140
2.750       46.244244     0.023371748       117.09396
2.750       47.249554     0.023326226       124.65447
2.750       48.254863     0.022204669       126.39731
2.750       49.260173     0.021752664       131.72569
2.750       50.265482     0.022084720       142.09269
2.750       51.270792     0.020720919       141.47815
2.750       52.276102     0.021000722       151.98967
2.750       53.281411     0.020540426       157.40077
2.750       54.286721     0.020563258       166.66447
2.750       55.292031     0.018916605       161.99480
2.750       56.297340     0.019249953       174.00573
2.750       57.302650     0.018579404       177.10310
2.750       58.307960     0.018744578       188.24760
2.750       59.313269     0.018405614       194.57013
2.750       60.318579     0.018081975       201.03395
2.750       61.323889     0.017955207       209.77307
2.750       62.329198     0.017297132       212.18710
2.750       63.334508     0.017821794       229.37331
2.750       64.339818     0.017050369       230.06128
2.750       66.350437     0.016485144       243.94637
2.750       68.361056     0.017286983       279.77942
2.750       70.371675     0.016992761       300.00458
2.750       72.382295     0.016311593       313.37452
2.750       74.392914     0.016781054       350.01302
2.750       76.403533     0.014955096       337.90903
2.750       78.414153     0.015802734       385.99870
2.750       80.424772     0.015013518       395.66009
2.750       82.435391     0.015726943       446.32959
2.750       84.446011     0.015838152       483.18360
2.750       86.456630     0.015293654       500.69864
2.750       88.467249     0.015160169       531.76760
2.750       90.477868     0.015515211       582.17699
2.750       92.488488     0.014084725       564.52302
2.750       94.499107     0.014408334       615.98076
2.750       96.509726     0.013843328       630.41133
2.750       98.520346     0.012943213       627.03261
2.750       100.53096     0.013368655       688.10944
2.750       102.54158     0.013497634       737.27238
2.750       104.55220     0.013851564       801.98940
2.750       106.56282     0.013207558       809.67349
2.750       108.57344     0.013044630       845.81006
2.750       110.58406     0.013235005       906.71747
2.750       112.59468     0.012043623       870.92558
2.750       114.60530     0.013175959       1004.7698
2.750       116.61592     0.012762414       1025.3606
2.750       118.62654     0.012530367       1059.6920
2.750       120.63716     0.012291207       1093.2213
2.750       122.64778     0.012530750       1171.1873
2.750       124.65840     0.012125346       1189.9508
2.750       126.66902     0.011582367       1192.5559
2.750       128.67964     0.012072193       1303.1244
2.750       132.70087     0.012599453       1491.5688
2.750       136.72211     0.011756768       1522.2096
2.750       140.74335     0.010590542       1495.7951
2.750       144.76459     0.011529601       1772.0320
2.750       148.78583     0.011409414       1903.7868
2.750       152.80707     0.010928127       1975.3602
2.750       156.82831     0.011255316       2199.3853
2.750       160.84954     0.010983314       2315.5980
2.750       164.87078     0.011224279       2548.3543
2.750       168.89202    0.0098507438       2404.1783
2.750       172.91326     0.010513122       2753.5113
2.750       176.93450    0.0089114463       2500.6679
2.750       180.95574    0.0094680136       2842.1448
2.750       184.97698    0.0081247907       2605.1664
2.750       188.99821    0.0092577442       3166.2743
2.750       193.01945    0.0084528546       3079.4765
