% z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
0.000       124.65840     0.087633986       8600.1779
0.000       126.66902     0.085627509       8816.4705
0.000       128.67964     0.083054619       8965.2729
0.000       132.70087     0.080597860       9541.4662
0.000       136.72211     0.075963465       9835.3837
0.000       140.74335     0.074090614       10464.467
0.000       144.76459     0.072269567       11107.408
0.000       148.78583     0.068947389       11504.633
0.000       152.80707     0.064666353       11689.043
0.000       156.82831     0.063256040       12360.772
0.000       160.84954     0.061942800       13059.321
0.000       164.87078     0.058728929       13333.785
0.000       168.89202     0.058031461       14163.193
0.000       172.91326     0.055967570       14658.570
0.000       176.93450     0.054149339       15195.009
0.000       180.95574     0.051983707       15604.669
0.000       184.97698     0.051054133       16370.207
0.000       188.99821     0.049332268       16872.306
0.000       193.01945     0.048484794       17663.593
0.000       197.04069     0.046995229       18213.432
0.000       201.06193     0.046324310       19075.185
0.000       205.08317     0.044595757       19487.398
0.000       209.10441     0.043800415       20287.944
0.000       213.12565     0.042099536       20646.893
0.000       217.14688     0.041412720       21481.511
0.000       221.16812     0.040715498       22315.037
0.000       225.18936     0.039500459       22851.568
0.000       229.21060     0.038892883       23727.091
0.000       233.23184     0.038076245       24473.038
0.000       237.25308     0.037196172       25165.413
0.000       241.27432     0.036538221       25998.658
0.000       245.29555     0.035585452       26607.972
0.000       249.31679     0.034918045       27414.149
0.000       253.33803     0.034474569       28396.858
0.000       257.35927     0.033658176       29065.667
0.000       265.40175     0.031958206       30266.624
0.000       273.44422     0.032088800       33237.626
0.000       281.48670     0.029720657       33581.671
0.000       289.52918     0.028747863       35347.023
0.000       297.57166     0.027910582       37257.511
0.000       305.61413     0.027419548       39650.699
0.000       313.65661     0.026271149       41068.862
0.000       321.69909     0.025809958       43531.842
0.000       329.74156     0.024707105       44875.903
0.000       337.78404     0.023810139       46488.932
0.000       345.82652     0.023000486       48192.798
0.000       353.86900     0.022752754       51077.751
0.000       361.91147     0.021507774       51650.291
0.000       369.95395     0.021767930       55838.070
0.000       377.99643     0.020651807       56505.589
0.000       386.03891     0.020367051       59359.693
0.000       394.08138     0.019924922       61776.692
0.000       402.12386     0.019146493       63072.353
0.000       410.16634     0.018515356       64726.535
0.000       418.20881     0.018169801       67328.661
0.000       426.25129     0.017533132       68790.251
0.000       434.29377     0.017213951       71433.448
0.000       442.33625     0.016800688       73663.934
0.000       450.37872     0.016366084       75744.069
0.000       458.42120     0.015849843       77355.164
0.000       466.46368     0.015662083       80532.888
0.000       474.50615     0.015257196       82579.175
0.000       482.54863     0.014887335       84744.299
0.000       490.59111     0.014477881       86603.270
0.000       498.63359     0.014174650       89028.115
0.000       506.67606     0.013511669       89036.983
